@relation risk-train.arff-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R2

@attribute ORDER_ID numeric
@attribute B_EMAIL {yes,no}
@attribute B_TELEFON {no,yes}
@attribute FLAG_LRIDENTISCH {no,yes}
@attribute FLAG_NEWSLETTER {no,yes}
@attribute Z_METHODE {credit_card,check,debit_note,debit_card}
@attribute Z_CARD_ART {Visa,Eurocard,debit_card,Amex}
@attribute Z_CARD_VALID numeric
@attribute Z_LAST_NAME {yes,no}
@attribute VALUE_ORDER numeric
@attribute WEEKDAY_ORDER {Saturday,Monday,Tuesday,Thursday,Wednesday,Friday,Sunday}
@attribute AMOUNT_ORDER numeric
@attribute ANUMMER_01 numeric
@attribute ANUMMER_02 numeric
@attribute ANUMMER_03 numeric
@attribute ANUMMER_04 numeric
@attribute ANUMMER_05 numeric
@attribute ANUMMER_06 numeric
@attribute ANUMMER_07 numeric
@attribute ANUMMER_08 numeric
@attribute ANUMMER_09 numeric
@attribute ANUMMER_10 numeric
@attribute CHK_LADR {no,yes}
@attribute CHK_RADR {no,yes}
@attribute CHK_KTO {no,yes}
@attribute CHK_CARD {no,yes}
@attribute CHK_COOKIE {no,yes}
@attribute CHK_IP {no,yes}
@attribute FAIL_LPLZ {no,yes}
@attribute FAIL_LORT {no,yes}
@attribute FAIL_LPLZORTMATCH {no,yes}
@attribute FAIL_RPLZ {no,yes}
@attribute FAIL_RORT {no,yes}
@attribute FAIL_RPLZORTMATCH {no,yes}
@attribute SESSION_TIME numeric
@attribute NEUKUNDE {yes,no}
@attribute AMOUNT_ORDER_PRE numeric
@attribute VALUE_ORDER_PRE numeric
@attribute MAHN_AKT numeric
@attribute MAHN_HOECHST numeric

@data
32499,no,no,no,no,debit_card,debit_card,6.2005,yes,17.8,Thursday,1,307699,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,43.04,0,2
32501,yes,no,no,no,debit_note,?,12.2006,yes,75.6,Sunday,2,504921,309006,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
32503,yes,yes,yes,no,check,?,3.2005,?,31.9,Monday,1,105580,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,0,?,?
32504,yes,no,yes,no,check,?,7.2005,?,34.5,Sunday,1,206398,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,2,233.42,0,2
32505,yes,no,no,no,credit_card,Eurocard,7.2005,yes,48.19,Saturday,2,406859,402641,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,yes,0,0,?,?
32506,yes,no,yes,no,check,?,4.2007,?,51,Sunday,1,407300,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,73.08,0,0
32508,no,no,yes,no,check,?,7.2007,?,23.5,Sunday,1,204765,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,85.42,0,2
32509,yes,no,yes,no,debit_note,?,5.2005,yes,9.8,Wednesday,1,201967,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,0,?,?
32510,no,yes,yes,no,check,?,3.2006,?,29.99,Tuesday,1,402133,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
32512,yes,no,yes,no,check,?,12.2007,?,35.8,Saturday,2,202243,307699,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,3,50.28,0,0
32513,yes,yes,yes,no,debit_note,?,12.2005,yes,40.95,Saturday,2,401856,109121,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
32514,yes,no,yes,no,check,?,2.2005,?,12.6,Monday,1,401241,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
32515,yes,no,no,no,credit_card,Eurocard,11.2006,yes,9.99,Friday,1,506284,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
32517,yes,no,no,no,debit_note,?,12.2007,yes,46.5,Sunday,1,202123,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,8,no,1,66.25,0,0
32518,yes,no,yes,no,check,?,12.2007,?,18,Friday,1,107570,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,88.98,0,0
32519,yes,no,yes,no,check,?,1.2006,?,26,Sunday,1,207699,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,16.61,0,0
32520,yes,no,yes,no,credit_card,Eurocard,10.2006,yes,9.99,Monday,1,101371,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
32521,yes,no,yes,no,check,?,11.2007,?,68.4,Sunday,1,406590,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,8,no,2,26.76,0,0
32523,yes,yes,yes,no,check,?,3.2007,?,34.5,Wednesday,1,101856,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,no,1,5.36,0,0
32524,yes,no,yes,no,check,?,2.2005,?,10.8,Saturday,1,200476,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
32525,no,no,no,no,credit_card,Eurocard,12.2005,yes,68.4,Tuesday,1,405965,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,2,77.78,0,0
32526,yes,no,no,no,credit_card,Eurocard,4.2005,yes,9.8,Tuesday,1,202634,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,0,?,?
32527,yes,no,yes,no,check,?,8.2007,?,14.5,Sunday,1,209670,?,?,?,?,?,?,?,?,?,no,no,no,yes,no,no,no,no,no,no,no,no,8,no,1,82.76,0,0
32528,yes,no,no,no,debit_note,?,3.2006,yes,12.6,Saturday,1,603367,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,yes,5,yes,0,0,?,?
32529,no,no,no,no,debit_note,?,1.2005,yes,101.8,Thursday,4,402399,407274,104258,400576,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,21.33,0,0
32534,yes,no,yes,no,debit_note,?,5.2005,yes,54.5,Tuesday,1,206284,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
32535,no,no,yes,no,credit_card,Visa,2.2006,yes,42.8,Saturday,1,403772,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,8.44,0,2
32536,yes,no,no,no,debit_card,debit_card,6.2006,yes,46.5,Tuesday,1,400822,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,21.09,0,0
32537,yes,no,yes,no,check,?,11.2006,?,32.8,Sunday,1,208500,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
32541,yes,yes,no,no,credit_card,Visa,10.2007,yes,33.5,Sunday,2,609725,104935,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,no,1,84.17,0,0
32543,no,no,yes,no,credit_card,Eurocard,3.2005,yes,38.6,Saturday,2,407274,408609,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
32544,yes,no,yes,yes,credit_card,Eurocard,9.2005,yes,17.8,Friday,1,401511,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,14,no,1,24.79,0,2
32545,yes,yes,no,no,debit_note,?,10.2007,yes,68.4,Saturday,1,408679,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
32546,yes,no,no,no,debit_note,?,3.2007,yes,17.8,Sunday,1,109006,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
32548,no,no,no,no,debit_note,?,8.2006,yes,19.99,Tuesday,1,201402,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
32552,yes,no,no,yes,debit_note,?,6.2006,yes,18.5,Friday,1,409053,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,no,2,174.5,1,1
32553,yes,no,no,no,debit_note,?,2.2007,yes,18.2,Friday,1,103776,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,2,yes,0,0,?,?
32554,no,no,yes,no,credit_card,Eurocard,10.2006,no,43.5,Wednesday,1,205378,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
32557,yes,no,no,no,credit_card,Eurocard,12.2006,yes,41,Sunday,1,300767,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,2,yes,0,0,?,?
32558,no,no,yes,no,check,?,4.2006,?,12.6,Monday,1,401241,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
32560,yes,no,yes,yes,check,?,1.2007,?,54.5,Tuesday,1,402448,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,0,?,?
32561,yes,no,yes,no,check,?,6.2005,?,18.2,Saturday,1,400293,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
32562,yes,no,yes,no,check,?,2.2007,?,52,Wednesday,1,605580,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
32563,yes,no,no,no,credit_card,Eurocard,12.2007,yes,12.6,Tuesday,1,304258,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,119.01,0,0
32564,yes,yes,yes,no,check,?,4.2005,?,18.2,Monday,1,106590,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
32565,yes,no,no,no,credit_card,Visa,6.2006,yes,68.4,Saturday,1,404553,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
32567,no,no,no,no,credit_card,Visa,9.2006,yes,12.6,Thursday,1,205874,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,yes,8,no,2,156.24,0,0
32569,yes,no,yes,no,check,?,3.2005,?,42.8,Sunday,1,400450,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,3,no,1,88.26,0,0
32571,no,no,yes,no,credit_card,Visa,10.2005,yes,56,Friday,1,107699,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
32572,yes,no,yes,no,check,?,2.2006,?,86.89,Saturday,3,401285,503639,102090,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
32573,yes,no,yes,no,check,?,4.2007,?,54.5,Sunday,1,201371,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,no,2,183.3,0,0
32575,yes,no,yes,no,check,?,1.2005,?,54.5,Saturday,1,403367,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,10.7,0,0
32576,no,yes,yes,no,debit_note,?,11.2006,yes,98.75,Wednesday,3,402123,409513,201511,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,47.98,0,0
32579,no,no,yes,no,check,?,9.2007,?,31.9,Friday,1,409015,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
32581,yes,no,yes,no,check,?,8.2007,?,62,Friday,1,106858,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,106.94,0,0
32583,yes,no,yes,no,check,?,12.2006,?,17.8,Monday,1,103367,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,35.29,0,0
32584,yes,no,yes,no,check,?,12.2007,?,12.6,Saturday,1,402845,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,16,no,2,118.82,0,0
32585,yes,no,no,no,credit_card,Eurocard,3.2005,yes,18,Sunday,1,307344,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,no,2,90.58,0,0
32587,yes,no,yes,no,check,?,4.2005,?,19.99,Thursday,1,402246,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,7.25,0,0
32588,yes,no,yes,no,debit_note,?,6.2006,yes,52,Wednesday,1,104522,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,2,no,1,11.32,1,1
32589,yes,no,yes,no,check,?,11.2007,?,16,Sunday,1,407317,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,11,no,1,22.34,0,0
32590,no,yes,yes,no,credit_card,Visa,2.2007,yes,41,Friday,1,208801,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
32592,no,no,no,no,debit_note,?,4.2006,yes,19.99,Monday,1,407046,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
32593,yes,no,yes,no,credit_card,Amex,6.2007,yes,41,Saturday,1,208801,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
32595,yes,no,yes,no,debit_card,debit_card,2.2007,yes,47.3,Wednesday,2,401371,509006,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,2,155.8,0,0
32596,yes,no,yes,no,check,?,12.2006,?,39.5,Thursday,1,306284,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
32598,yes,no,no,no,debit_note,?,9.2005,yes,32.8,Tuesday,1,402993,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,99.75,0,0
32600,no,yes,yes,no,check,?,11.2006,?,67.3,Saturday,2,504935,307046,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
32601,yes,no,no,no,debit_note,?,9.2007,yes,136.99,Sunday,4,401967,104485,106590,504485,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
32602,yes,no,yes,no,check,?,7.2006,?,12.6,Thursday,1,304258,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
32608,yes,no,yes,yes,check,?,6.2005,?,52,Sunday,1,409725,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
32609,no,no,yes,no,credit_card,Eurocard,5.2007,yes,151.8,Sunday,3,203367,507344,202469,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,16.67,1,1
32610,yes,no,yes,no,credit_card,Eurocard,7.2007,yes,41,Tuesday,1,300767,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
32613,yes,no,yes,no,check,?,12.2006,?,42.8,Sunday,1,400450,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
32615,yes,no,no,no,debit_note,?,4.2005,yes,19.99,Tuesday,1,500214,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
32617,yes,yes,yes,no,check,?,7.2006,?,42.8,Wednesday,1,305580,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,0,?,?
32620,yes,no,yes,no,check,?,8.2005,?,51,Saturday,1,406821,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
32621,yes,no,yes,no,check,?,1.2006,?,29.99,Friday,1,407741,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
32622,no,no,yes,no,check,?,7.2005,?,54.5,Saturday,1,406036,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
32623,yes,no,yes,no,check,?,3.2007,?,19.99,Wednesday,1,407046,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
32624,yes,no,yes,yes,debit_note,?,8.2005,yes,51,Friday,2,409386,507046,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
32625,no,no,yes,no,check,?,5.2007,?,52,Monday,1,104522,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
32627,yes,no,yes,no,debit_note,?,5.2006,yes,43.5,Friday,1,408801,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,0,?,?
32628,yes,no,yes,no,check,?,2.2007,?,51,Monday,1,202399,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,79.4,0,0
32629,yes,no,yes,no,credit_card,Visa,5.2007,yes,31.9,Monday,1,100061,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,15,yes,0,0,?,?
32631,yes,no,yes,no,credit_card,Eurocard,6.2007,no,22.95,Friday,1,405897,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
32632,no,no,no,no,credit_card,Eurocard,5.2006,yes,89.1,Wednesday,3,104159,500767,109670,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,no,1,7.57,0,0
32633,yes,no,yes,no,credit_card,Visa,2.2005,no,6.5,Friday,1,202410,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,16,no,1,46.55,0,1
32635,yes,no,yes,no,check,?,6.2007,?,64.5,Saturday,1,608801,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,64.65,0,0
32115,no,no,no,no,debit_note,?,4.2006,yes,9.99,Saturday,1,105958,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
32116,yes,no,no,no,debit_card,debit_card,11.2005,yes,12.6,Monday,1,405540,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,no,0,0,?,?
32120,yes,no,no,no,credit_card,Eurocard,2.2007,yes,56,Friday,1,401967,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
32121,yes,no,yes,no,check,?,8.2006,?,12.6,Wednesday,1,104645,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
32122,yes,no,yes,no,check,?,12.2006,?,54.5,Sunday,1,407416,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
32123,no,no,yes,no,check,?,2.2005,?,8.5,Saturday,1,403950,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
32124,no,no,yes,no,check,?,1.2006,?,47,Wednesday,2,200959,107046,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
32125,yes,no,no,no,credit_card,Visa,1.2005,yes,86.6,Thursday,2,400058,400293,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,15.97,0,0
32126,yes,yes,yes,yes,check,?,12.2006,?,26,Monday,1,404077,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,no,1,99.39,0,0
32130,yes,yes,yes,no,check,?,12.2005,?,49.6,Friday,2,404522,204522,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,55.68,0,0
32131,yes,no,yes,no,credit_card,Visa,7.2007,yes,104.9,Monday,4,502845,405767,302845,407156,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,33.05,0,0
32132,yes,no,yes,no,debit_note,?,3.2006,yes,157.1,Sunday,4,402496,104765,500578,609121,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
32135,yes,yes,yes,no,check,?,4.2006,?,34.5,Tuesday,1,501511,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,13,no,1,12.93,0,0
32137,yes,no,yes,no,check,?,5.2006,?,42.8,Saturday,3,204485,202611,200953,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,15,no,1,114.76,0,0
32138,yes,no,no,no,credit_card,Eurocard,8.2007,yes,106.15,Saturday,4,205378,206398,406160,304159,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
32139,yes,no,no,no,debit_note,?,2.2005,yes,17.99,Thursday,1,201796,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
32140,yes,no,yes,no,debit_card,debit_card,5.2007,yes,52.3,Monday,2,109006,401216,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,no,1,31.93,0,0
32141,yes,no,yes,no,check,?,10.2005,?,18.2,Sunday,1,106590,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,24.34,1,1
32142,yes,no,yes,no,debit_note,?,1.2007,yes,57.5,Wednesday,3,404645,105338,103776,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
32143,yes,no,yes,no,check,?,3.2006,?,50.99,Tuesday,2,501371,102697,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
32144,yes,yes,no,no,debit_note,?,11.2005,yes,29.5,Monday,1,202133,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,0,?,?
32145,yes,no,no,no,credit_card,Eurocard,6.2005,yes,29.5,Saturday,1,402410,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,90.08,0,0
32146,no,no,yes,no,credit_card,Eurocard,10.2005,no,182.4,Friday,5,203776,607046,402611,605580,506858,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,109.59,0,0
32147,yes,no,no,no,debit_card,debit_card,11.2006,yes,18.2,Tuesday,1,600953,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,no,1,29.61,0,2
32149,yes,yes,yes,no,credit_card,Eurocard,8.2007,yes,56,Sunday,1,401967,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,2,130.14,0,1
32151,yes,yes,yes,no,check,?,10.2005,?,9.99,Sunday,1,506284,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,2,no,1,21.55,0,0
32153,yes,no,no,no,debit_note,?,1.2007,yes,8.5,Sunday,1,500959,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,0,?,?
32154,yes,no,yes,no,check,?,1.2007,?,68.4,Saturday,1,107344,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
32156,yes,no,yes,no,check,?,12.2005,?,17.5,Friday,1,104935,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,2,26.1,0,0
32157,yes,yes,yes,yes,check,?,6.2005,?,91,Wednesday,5,409731,302496,401241,509102,400953,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,no,4,61,0,2
32161,yes,no,yes,no,check,?,9.2006,?,51,Wednesday,1,103397,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
32162,yes,no,yes,no,check,?,5.2006,?,52,Tuesday,1,104522,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,59.34,0,1
32164,yes,no,no,no,credit_card,Visa,3.2006,yes,10.8,Sunday,1,208609,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,46.87,0,1
32166,yes,no,no,no,debit_note,?,10.2006,yes,56,Wednesday,1,400959,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
32167,yes,yes,no,no,credit_card,Visa,9.2007,yes,72,Wednesday,2,208997,408096,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
32168,no,no,yes,no,check,?,2.2006,?,17.8,Tuesday,1,103367,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
32169,yes,yes,yes,no,check,?,12.2006,?,43.5,Wednesday,1,406774,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,16,yes,0,0,?,?
32170,yes,no,yes,yes,credit_card,Visa,10.2005,yes,19.99,Tuesday,1,204341,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
32172,yes,no,yes,no,check,?,5.2007,?,62.79,Friday,2,400061,206858,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,14.12,0,0
32173,yes,no,no,no,credit_card,Visa,3.2005,yes,32.8,Monday,1,409736,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,9.15,0,0
32174,yes,no,yes,no,debit_note,?,1.2006,yes,14.5,Sunday,1,509102,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,2,188.06,0,1
32176,yes,no,yes,no,check,?,1.2005,?,10.8,Sunday,1,503397,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
32177,yes,yes,no,no,credit_card,Amex,9.2005,yes,62,Sunday,1,506310,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
32179,yes,no,yes,no,check,?,9.2005,?,29.5,Sunday,1,104792,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,19.28,0,0
32180,yes,yes,no,no,debit_note,?,9.2005,yes,18,Saturday,1,400925,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,53.18,0,0
32181,no,yes,yes,no,check,?,10.2005,?,54.5,Saturday,1,406959,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
