@relation risk-train.arff-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R1

@attribute CLASS {no,yes}
@attribute B_EMAIL {yes,no}
@attribute B_TELEFON {no,yes}
@attribute FLAG_LRIDENTISCH {no,yes}
@attribute FLAG_NEWSLETTER {no,yes}
@attribute Z_METHODE {credit_card,check,debit_note,debit_card}
@attribute Z_CARD_ART {Visa,Eurocard,debit_card,Amex}
@attribute Z_CARD_VALID numeric
@attribute Z_LAST_NAME {yes,no}
@attribute VALUE_ORDER numeric
@attribute WEEKDAY_ORDER {Saturday,Monday,Tuesday,Thursday,Wednesday,Friday,Sunday}
@attribute AMOUNT_ORDER numeric
@attribute ANUMMER_01 numeric
@attribute ANUMMER_02 numeric
@attribute ANUMMER_03 numeric
@attribute ANUMMER_04 numeric
@attribute ANUMMER_05 numeric
@attribute ANUMMER_06 numeric
@attribute ANUMMER_07 numeric
@attribute ANUMMER_08 numeric
@attribute ANUMMER_09 numeric
@attribute ANUMMER_10 numeric
@attribute CHK_LADR {no,yes}
@attribute CHK_RADR {no,yes}
@attribute CHK_KTO {no,yes}
@attribute CHK_CARD {no,yes}
@attribute CHK_COOKIE {no,yes}
@attribute CHK_IP {no,yes}
@attribute FAIL_LPLZ {no,yes}
@attribute FAIL_LORT {no,yes}
@attribute FAIL_LPLZORTMATCH {no,yes}
@attribute FAIL_RPLZ {no,yes}
@attribute FAIL_RORT {no,yes}
@attribute FAIL_RPLZORTMATCH {no,yes}
@attribute SESSION_TIME numeric
@attribute NEUKUNDE {yes,no}
@attribute AMOUNT_ORDER_PRE numeric
@attribute VALUE_ORDER_PRE numeric
@attribute MAHN_AKT numeric
@attribute MAHN_HOECHST numeric

@data
no,yes,no,yes,no,debit_note,?,1.2007,yes,6.5,Saturday,1,203772,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,2,38.84,0,0
no,no,no,yes,no,check,?,6.2006,?,39.5,Monday,1,300578,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,no,1,11.34,0,0
no,no,no,yes,no,debit_note,?,5.2006,yes,41,Friday,1,501371,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
no,yes,no,yes,no,check,?,10.2007,?,6.5,Saturday,1,106520,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
no,yes,no,yes,yes,debit_note,?,2.2005,yes,112.8,Monday,4,602845,200293,202294,400214,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,45.25,0,0
no,yes,no,yes,no,check,?,1.2007,?,22.95,Tuesday,1,109121,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,104.21,0,1
no,yes,no,yes,no,check,?,5.2007,?,57.8,Friday,1,104077,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
no,no,yes,yes,no,check,?,12.2005,?,54.5,Tuesday,1,507344,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,16,no,1,125.41,1,1
no,yes,no,yes,no,check,?,3.2005,?,12.8,Monday,1,608889,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,no,no,no,credit_card,Visa,6.2007,yes,23.5,Saturday,1,409121,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
no,yes,no,yes,no,credit_card,Eurocard,2.2006,yes,68.4,Wednesday,1,404553,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,no,1,38.93,0,0
no,yes,no,yes,no,check,?,4.2006,?,22.95,Thursday,1,201511,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
yes,yes,no,yes,no,credit_card,Visa,7.2006,yes,16,Sunday,1,306821,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,yes,no,yes,no,check,?,1.2007,?,31.9,Friday,1,402090,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
no,yes,no,no,no,credit_card,Visa,2.2007,yes,5.2,Friday,1,204921,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,no,1,9.02,0,0
yes,no,no,yes,no,credit_card,Amex,10.2006,yes,122.5,Sunday,3,506821,200959,406406,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,21.58,3,3
no,yes,yes,no,no,credit_card,Eurocard,3.2005,yes,52,Wednesday,1,409725,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,no,1,43.43,0,0
no,yes,no,yes,no,credit_card,Visa,10.2007,yes,172.09,Sunday,6,308801,603776,409826,203367,209386,303397,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,3,124.17,3,3
no,yes,no,yes,no,debit_note,?,5.2006,yes,23.5,Wednesday,1,500124,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,67.93,0,0
no,no,no,yes,no,credit_card,Eurocard,6.2005,yes,196.29,Tuesday,5,104921,609006,309102,405284,409782,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
yes,no,no,yes,no,check,?,2.2005,?,70,Sunday,2,206310,306858,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,2,yes,0,0,?,?
no,yes,no,no,no,credit_card,Visa,11.2007,yes,46.5,Wednesday,1,400329,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,14.47,0,0
no,yes,no,yes,yes,check,?,10.2005,?,17.5,Saturday,1,102448,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,no,1,10.45,0,0
no,yes,no,yes,no,check,?,3.2006,?,18.5,Friday,1,504258,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,yes,no,yes,no,check,?,3.2005,?,42.8,Monday,1,608997,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,10.25,0,0
no,yes,no,no,no,credit_card,Eurocard,7.2006,yes,16,Friday,1,306821,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,11,no,1,19.08,0,0
no,yes,no,yes,no,check,?,4.2006,?,51,Tuesday,1,503950,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
yes,no,no,yes,no,check,?,3.2007,?,34.5,Monday,1,401564,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,yes,yes,yes,no,check,?,2.2005,?,22.95,Tuesday,1,200214,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,yes,yes,no,check,?,8.2007,?,37,Saturday,1,500476,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,19,no,1,79.64,0,0
yes,yes,yes,no,no,credit_card,Visa,12.2005,yes,29.99,Saturday,1,502133,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,17,yes,0,0,?,?
no,yes,no,no,no,debit_card,debit_card,10.2006,yes,23.7,Saturday,2,603397,502611,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,36.6,0,0
no,yes,no,yes,no,credit_card,Eurocard,12.2007,yes,31.9,Wednesday,1,409015,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,yes,no,yes,no,check,?,3.2006,?,57.8,Friday,1,109725,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,2,125.48,0,0
no,no,no,yes,no,check,?,3.2006,?,64.6,Monday,3,201648,501371,200476,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,yes,no,no,no,debit_note,?,11.2005,yes,70.79,Saturday,3,306310,200767,501371,?,?,?,?,?,?,?,no,no,yes,no,no,no,no,no,no,no,no,no,6,no,1,6.45,0,0
no,yes,no,yes,no,check,?,3.2005,?,12.6,Thursday,1,208499,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,9.72,0,0
no,no,yes,yes,no,check,?,3.2006,?,16,Saturday,1,609725,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,17,yes,0,0,?,?
no,yes,no,yes,no,credit_card,Eurocard,11.2005,yes,17.5,Friday,1,104935,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,37.63,0,0
no,yes,yes,yes,no,debit_note,?,5.2006,yes,61.8,Sunday,2,202294,404242,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,yes,0,0,?,?
no,yes,yes,yes,no,check,?,1.2005,?,31.9,Sunday,1,406255,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
yes,yes,no,yes,no,check,?,6.2007,?,10.8,Monday,1,406310,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,yes,no,yes,no,check,?,4.2005,?,26,Saturday,1,607317,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,2,yes,0,0,?,?
no,yes,no,no,no,debit_note,?,1.2007,yes,37,Sunday,1,406858,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,9.36,0,0
no,yes,no,yes,no,credit_card,Visa,12.2005,yes,57.8,Monday,1,408397,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,2,yes,0,0,?,?
no,yes,no,yes,no,check,?,10.2006,?,62,Monday,1,106284,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,11,0,1
no,yes,no,yes,no,check,?,8.2006,?,37,Monday,1,500476,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
no,no,yes,yes,no,debit_note,?,7.2007,yes,41,Wednesday,1,407022,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
no,no,no,yes,no,check,?,1.2006,?,12.6,Thursday,1,205874,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,no,no,no,no,credit_card,Visa,11.2005,yes,34.5,Saturday,1,405874,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,yes,no,yes,no,check,?,6.2006,?,83.8,Sunday,2,608997,408500,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,no,no,no,no,credit_card,Eurocard,3.2007,yes,18.5,Thursday,1,304485,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,yes,no,yes,no,check,?,9.2007,?,64.5,Thursday,1,209006,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
no,yes,no,yes,no,credit_card,Visa,8.2007,no,105.4,Thursday,2,500476,401285,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,no,yes,no,debit_note,?,7.2005,yes,55.6,Sunday,3,401564,400576,509500,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
no,yes,no,yes,no,debit_note,?,1.2007,yes,12.6,Wednesday,1,202697,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,yes,no,yes,no,check,?,5.2006,?,91.5,Saturday,2,406858,206774,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,no,1,57.04,0,0
no,yes,no,yes,no,check,?,2.2005,?,18,Saturday,1,107570,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
no,no,no,yes,no,check,?,9.2006,?,17.99,Friday,1,409500,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,yes,no,yes,no,debit_note,?,5.2005,yes,56,Saturday,1,401967,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,31.31,0,0
no,yes,no,yes,yes,debit_card,debit_card,1.2006,yes,10.8,Friday,1,406954,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,310.6,0,0
no,no,no,yes,no,credit_card,Amex,1.2005,yes,134.3,Wednesday,4,604258,107171,300578,209121,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,no,yes,no,check,?,12.2007,?,38.19,Saturday,2,206858,106590,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,no,yes,yes,no,check,?,5.2006,?,23,Sunday,2,101796,200147,?,?,?,?,?,?,?,?,no,no,no,no,no,yes,no,no,no,no,no,no,7,no,1,79.2,0,0
no,yes,yes,yes,no,check,?,2.2006,?,19.99,Friday,1,106504,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,15.92,0,0
no,yes,no,yes,no,check,?,6.2007,?,51,Monday,1,400738,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,6,no,2,169.1,0,0
no,yes,no,no,no,debit_card,debit_card,7.2005,yes,54.5,Saturday,1,403367,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,0,0,?,?
no,no,no,yes,no,check,?,10.2006,?,23.5,Friday,1,204765,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
no,yes,yes,yes,no,check,?,9.2007,?,43.5,Tuesday,1,409102,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,no,yes,no,check,?,3.2006,?,54.5,Sunday,1,208777,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,no,no,yes,no,check,?,1.2007,?,29.5,Tuesday,1,408777,?,?,?,?,?,?,?,?,?,no,yes,no,no,no,no,no,no,no,no,no,no,10,no,1,101.59,0,1
no,yes,no,yes,no,credit_card,Eurocard,11.2007,yes,121.1,Saturday,6,101511,506858,206954,408605,408126,402399,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
no,yes,no,yes,no,check,?,1.2005,?,12.6,Sunday,1,402294,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,yes,no,yes,no,check,?,1.2007,?,41,Wednesday,1,309500,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,no,1,57.25,0,0
no,yes,no,yes,no,check,?,9.2005,?,34.5,Friday,1,108397,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,no,no,yes,no,check,?,7.2006,?,42.8,Friday,1,405966,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,2,yes,0,0,?,?
no,no,yes,yes,no,check,?,4.2007,?,67,Wednesday,2,404159,202399,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,0,?,?
no,yes,no,no,no,credit_card,Amex,10.2005,yes,127.58,Wednesday,6,202243,402496,409101,207317,500953,403378,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,no,2,121.92,0,0
no,yes,no,yes,no,credit_card,Eurocard,7.2006,yes,19.99,Tuesday,1,204341,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,62.37,0,0
no,yes,no,no,no,debit_note,?,12.2005,yes,19.99,Tuesday,1,202677,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,yes,no,no,no,credit_card,Amex,5.2007,yes,140.7,Saturday,3,203367,205555,401285,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,0,?,?
no,yes,no,yes,no,check,?,4.2005,?,52,Sunday,1,104522,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
no,yes,no,yes,no,debit_card,debit_card,12.2007,yes,242,Saturday,8,408500,103776,400214,307699,306284,409662,402448,202123,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,11.12,0,0
no,no,no,no,no,debit_note,?,5.2006,yes,42.8,Sunday,1,404269,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
no,yes,no,no,no,credit_card,Visa,10.2006,yes,18.2,Monday,1,409386,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,168.53,0,0
no,yes,no,yes,no,check,?,11.2007,?,79.99,Sunday,2,404723,206590,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,2,63.3,0,0
no,yes,yes,yes,no,check,?,4.2007,?,37,Saturday,1,409013,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,66.53,0,0
no,yes,no,no,no,credit_card,Eurocard,12.2005,yes,54.99,Tuesday,2,403533,409500,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,2,14.44,0,0
no,yes,no,yes,no,check,?,2.2007,?,17.99,Wednesday,1,302089,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
no,yes,no,no,no,credit_card,Eurocard,5.2007,yes,18.5,Friday,1,509670,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,68.93,0,0
no,yes,yes,yes,no,credit_card,Eurocard,3.2005,yes,119.79,Wednesday,4,200767,603950,108777,601893,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,15,yes,0,0,?,?
yes,no,no,no,no,credit_card,Eurocard,6.2005,yes,42.8,Friday,1,402634,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,60.5,0,0
no,yes,no,no,no,debit_note,?,11.2007,yes,53.99,Sunday,2,209736,105958,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,11.6,0,0
no,yes,no,yes,no,check,?,9.2005,?,18.2,Sunday,1,103776,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
no,no,no,yes,no,credit_card,Eurocard,8.2005,yes,32.8,Friday,1,407359,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,yes,no,no,no,4,yes,0,0,?,?
no,yes,no,no,no,credit_card,Eurocard,3.2007,yes,6.5,Wednesday,1,209725,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,yes,no,yes,no,check,?,8.2006,?,16,Thursday,1,306821,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,no,1,110.77,0,0
no,yes,no,yes,no,credit_card,Visa,8.2005,yes,17.5,Tuesday,1,103136,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,109.7,0,0
no,yes,no,yes,no,check,?,2.2007,?,12.6,Monday,1,505580,?,?,?,?,?,?,?,?,?,yes,no,no,yes,no,no,no,no,no,no,no,no,10,no,1,68.34,0,0
no,no,no,yes,no,debit_card,debit_card,2.2005,yes,9.99,Friday,1,208605,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,2,46.26,0,0
yes,no,no,yes,no,check,?,9.2005,?,16,Saturday,1,404159,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
no,yes,no,no,no,debit_note,?,2.2006,yes,17.5,Wednesday,1,400124,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,0,?,?
no,yes,no,no,no,debit_note,?,9.2005,yes,42.8,Thursday,1,400450,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,3,210.3,0,0
no,yes,no,yes,no,check,?,7.2007,?,9.8,Sunday,1,306310,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,yes,yes,yes,no,check,?,3.2005,?,32.8,Saturday,1,307046,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,no,3,63.96,0,2
no,yes,no,yes,no,check,?,2.2007,?,72.49,Saturday,2,206284,205338,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,16,yes,0,0,?,?
no,yes,no,yes,no,debit_note,?,7.2006,yes,64.5,Tuesday,1,402572,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,no,yes,no,check,?,3.2005,?,29.99,Sunday,1,402641,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
no,yes,no,yes,no,check,?,3.2005,?,14.5,Friday,1,409709,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,no,1,146.74,0,0
no,yes,no,no,no,debit_note,?,5.2005,yes,62,Friday,1,108889,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,yes,no,yes,no,check,?,10.2007,?,63.49,Friday,2,409200,408801,?,?,?,?,?,?,?,?,no,no,yes,no,no,no,no,no,no,no,no,no,5,no,1,36.66,1,1
no,yes,no,yes,no,check,?,4.2006,?,21.1,Saturday,2,508997,104645,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,yes,no,no,no,credit_card,Eurocard,3.2005,yes,18,Saturday,1,602089,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,2,37.44,0,0
no,yes,no,yes,no,credit_card,Eurocard,10.2007,yes,54.5,Saturday,1,609121,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
no,yes,no,yes,no,check,?,1.2007,?,12.6,Saturday,1,202448,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,yes,yes,yes,no,check,?,7.2005,?,14.5,Monday,1,304077,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,no,1,43.08,1,1
no,yes,no,yes,no,check,?,4.2005,?,14.5,Sunday,1,402062,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,no,no,yes,no,check,?,8.2005,?,39.5,Wednesday,1,201893,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
no,yes,no,yes,no,check,?,12.2005,?,22.95,Friday,1,201511,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,9,no,1,55.5,1,1
no,no,no,yes,no,credit_card,Visa,2.2006,yes,68.4,Sunday,1,301893,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,no,no,yes,no,check,?,4.2005,?,46.5,Monday,1,601371,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,99.62,0,0
no,no,no,yes,no,check,?,8.2005,?,74.09,Tuesday,3,207046,403203,402845,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,no,1,18.71,0,0
yes,no,no,yes,no,check,?,12.2005,?,12.8,Monday,1,508777,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
no,yes,no,yes,no,credit_card,Eurocard,11.2005,yes,12.6,Monday,1,404935,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,2,30.44,0,0
no,yes,no,no,no,credit_card,Eurocard,12.2006,yes,9.99,Friday,1,509725,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,yes,no,yes,no,check,?,11.2006,?,19.99,Wednesday,1,201402,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,yes,no,yes,no,check,?,6.2005,?,57.8,Sunday,1,109725,?,?,?,?,?,?,?,?,?,no,no,no,yes,no,no,no,no,no,no,no,no,10,no,2,111.18,0,0
no,yes,yes,yes,no,credit_card,Visa,1.2007,yes,16,Friday,1,404159,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,yes,yes,no,check,?,2.2007,?,27.6,Friday,2,209662,202634,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,no,yes,no,check,?,12.2005,?,23.5,Friday,1,407255,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,yes,no,6,yes,0,0,?,?
no,yes,no,yes,no,check,?,4.2007,?,54.5,Monday,1,206774,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,127.78,0,0
no,yes,no,yes,no,credit_card,Visa,8.2006,yes,43.5,Sunday,1,408801,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,yes,no,yes,no,check,?,4.2005,?,17.8,Monday,1,205555,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,42.19,0,0
no,yes,no,yes,no,check,?,2.2005,?,18,Wednesday,1,403776,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,no,yes,no,check,?,1.2005,?,46.5,Thursday,1,206520,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,28.35,0,0
no,no,no,yes,no,credit_card,Eurocard,10.2007,yes,115.5,Sunday,2,100767,608801,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
no,no,yes,yes,no,check,?,10.2007,?,34.5,Thursday,1,409006,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,no,1,50.13,0,0
